date,username,hashtags,tweet
2022-08-06,maraboo19120,[],"@gettothepointho @ToomsBB_ Germs was the first thing to cross my mind. I know they’re in the house but Covid, monkeypox, shit even the common cold. What if he backwashes? 🤢 I’m all for him stealing her food but this for me was not it."
2022-08-06,_reportwire,[],Free event in Seattle to administer monkeypox vaccine to those who are eligible  https://t.co/6EbNGbUfCQ
2022-08-06,vitamince_,[],@KingPuffDaddy23 @toriiiworiii Meanwhile I’m over here tryna dodge monkey pox 😷
2022-08-06,nodsany,"['monkeypox', 'remotelearning', 'ny10']",What is the plan for #monkeypox ? #RemoteLearning #NY10  https://t.co/vf15mRPJEs
2022-08-06,notadem2020,[],"@WNYOpenSchools But , but, but …… monkey pox. But, but, but polio… they’re throwing spaghetti at the wall to what sticks. Gotta keep generating the panic porn."
2022-08-06,eyesontheflies,[],"I know I'm American but like... Do Americans realize other countries exist? The amount of ""Oh now Monkeypox is a thing? Just in time for midterms!"" rhetoric is absolutely mind blowing."
2022-08-06,lunadevianna,[],that monkey pox look dirty. look like white heads ready to be popped bruh
2022-08-06,kitkat9559,[],@MerissaHansen17 When children in CA start coming down with monkey pox blame Newsom
2022-08-06,notcherylkernot,"['monkeypox', 'melbourne']",Protests are back!! They’re shouting about #monkeypox !!!! #Melbourne  https://t.co/pE8DNEjNjS
2022-08-06,bertiefayutter,[],"Average person does not need to be concerned about monkeypox, says White House COVID chief: '98% of cases are among gay and bisexual men' - TheBlaze  https://t.co/gcwCKltsgi"
2022-08-06,steve34715720,[],@corybernardi The government pick and choose their narrative to suit the moment and the medical experts read from their script. Now it’s monkey pox to be vaccinated against… how long will it be before the experts are trolled out again.
2022-08-06,epilady,[],@manwhalee @joaquinlife @CityofSanDiego @ToddGloria May also be worth calling telemed or going to an urgent care (call first and let them know you suspect monkeypox) to see if they have pain management suggestions. I hope you get answers and relief soon.
2022-08-06,n3g3ntr0py,[],@tszzl Monkey Pox and Fentanyl overdoses
2022-08-06,nikinaevie,[],"covid is deadly but monkeypox makes u ugly, i rather die than be ugly and have scars"
2022-08-06,cakefacearamist,[],ngl that monkeypox shit has me scared to go anywhere like nope u cant count me tf out of everything
2022-08-06,darkskinlish,[],@PrettyFlyByrd It’s giving monkey pox
2022-08-06,mysticstar_x,[],"Idc if it’s Monkey Pox, Pop Rocks, Ankle Socks, or Dread Locks… Shut it down Joe!"
2022-08-06,littl3jumb0,[],mom tells me to be careful bc monkeypox is going around in gay communities and i-
2022-08-06,char36223812,[],@uncookednoodle Agreed…just probably trying to stop monkey pox😂🤣😂
2022-08-06,kaaawababy,[],"@KYT_ThatsME Oh man, my mom hated chicken pox parties in the 80s! Monkeypox parties sound terrible. 🤦‍♀️"
2022-08-06,thegoogle93,[],"Monkeypox is disproportionately affecting black, Hispanic people, latest CDC breakdown shows  https://t.co/Opdc2oC1fb"
2022-08-06,erinlrrt,[],@obeyjess925 Monkeypox is going around. I’m okay with no hugs or kisses. Men can stay away!  https://t.co/KiymFK96Of
2022-08-06,htgiddens,[],@iwantray_ ABSURD and refuses to wear a mask even though you can catch Monkeypox like that too
2022-08-06,jameswyatt169,[],@ladacyn @kyoto2795 @MrAndyNgo Honestly none. I’m totally fine if monkeypox spreads like wildfire. It’s too easy to avoid so my life will remain unchanged
2022-08-06,aghamilton29,[],"It's actually incredible just how badly the administration ( especially HHS) has botched the Monkeypox response, and how little coverage it has gotten:  https://t.co/gkkFIxcnwD"
2022-08-06,ldky79,[],@CryptoBull2020 I beg to differ: Millions died from Covid. Covid is an airborne virus and Monkey pox not. Only extremely rare cases died from Monkey pox complications.
2022-08-06,pamelarwalker,[],@samiamsamh Public health is taking a ring vaccination approach(cases and contacts 1st) to monkeypox because vaccine is limited.  For polio the rec is for unvaccinated right now. New York is monitoring sewage  because they had a case.
2022-08-06,sofi420152,[],@AssebPress Her is the fact how Monkeypox spreads  https://t.co/aFEG59Dbvm
2022-08-06,regibonn,[],"Children potentially exposed to monkeypox at Illinois day care, officials say - The Washington Post  https://t.co/z3JzjLeHYO"
2022-08-06,mayomonkeyvirus,"['covid19', 'monkeypox']",It has never been about health. #COVID19 #monkeypox  https://t.co/TFrNQbuc1r
2022-08-06,hslotlawley,[],if i ever get monkeypox istg ill need to be put asleep bc i can’t handle those things while having trypophobia
2022-08-06,regibonn,[],Health Authorities Issue New Advice for Avoiding Monkeypox - The Wall Street Journal  https://t.co/IaPYLTUzoZ
2022-08-06,teflonzincfence,[],Like how monkey pox deh bout let’s normalize “ No hand shake “ please when u see me
2022-08-06,nhkworld_news,['monkeypox'],Health authorities in Japan have confirmed the country's third case of #monkeypox.  https://t.co/y2E3j4nfeT
2022-08-06,monir_bouakaz,[],"Illinois day-care worker tests positive for monkeypox, officials say, but no cases reported in children  https://t.co/d2nqkLmxR1"
2022-08-06,xdianitaaf,[],"I wanna go out so bad, but monkeypox. So I wanna stay in, But then again, I wanna go out. But monkeypox 😭"
2022-08-06,tanyafierce,[],Explaining to Dylan that she will be put up for adoption if she brings me monkey pox from school 🥰
2022-08-06,plymph,[],"@ZenMeoww @LafranceSonya @FalSkyWolf @kittenbuttxxx @Imani_Barbarin It’s never “just herpes.”  A recent twitter thread of a man dealing with monkey pox and excruciating rectal pain (because of internal poxes, &amp; not just anal/genital ones) was absolutely terrifying."
2022-08-06,unhappym3al,[],"no matter how left people claim to be  y’all will never give a fuck about disabled folks…ever. the pandemic has disproportionately affected them and it showed how y’all are ableist esp with the monkeypox outbreak. it’s more than just getting scars and bumps and death,"
2022-08-06,threewattbulb,[],"@SallyMayweather Not cool, this picture taken out of context. I believe this I San Francisco, and those were used to vaccinate monkeypox."
2022-08-06,jamaicandude5,"['monkeypox', 'mpv']",Nurses don't want to deal with MPV patients #monkeypox #MPV   https://t.co/7NfZbtSczh
2022-08-06,charlesahenriq1,[],. U.S. Senator Whitehouse. Many Cases of Monkeypox make it clear. rats and other animals — including pets — can spread Monkeypox.   Vaccinate: Rats are a vector for the virus.  Abc:Fox:Oan:Cnn:Cbs:Nbc:Bbc:Msnbc:Whtm:Cnbc:Tx:Can:Ca:Pbs:Wtnh:Ctv:Bce:Tvo:Chek:Bnn:Gma3:Gbr:Aus:Nzl:Ny  https://t.co/Q2Lq9FElR6
2022-08-06,denlesks,[],I’ll believe Monkeypox is a public health emergency when I start seeing ICU nurses doing group dances on TikTok again
2022-08-06,enfield1014,['monkeypox'],@BurlyMan440 @TerrK038867311 @POTUS And 99.9% of the #monkeypox sufferers chose to have gay sex. Perversion has consequences!
2022-08-06,ogelmocooks,[],We grew up in wild times but this chance second year of formal education and its startin with second public health emergency. Monkey pox airborne and lil kids touch everything
2022-08-06,jeepeg274,[],"(Adult at day care tests positive for monkeypox, children potentially exposed – WTVD-TV) has been published on The Globe -  https://t.co/eih39zi5JW"
2022-08-06,struthersjr,[],@charliekirk11 @DavidGa46486048 Fentanyl. Which is why the press is bitching about monkeypox.
2022-08-06,ms_worf,[],@rebeccadunnell Me too.  Just vaccinate me.  Polio in NYC and Monkey Pox here.  Just jab me and vaccinate me.
2022-08-06,dartmouthhealth,['monkeypox'],"On Thursday, the Biden administration declared the growing #monkeypox outbreak in the U.S. a national health emergency. Dartmouth Health has established a hotline to answer general questions about the disease at 603-650-1818. For more info, click here:  https://t.co/YGm6C5mcMu"
2022-08-06,jorlev_11,[],"@covid_parent When I gave my grandmother MonkeyPox, I told her it's kinda like Botox. It will make her skin plumb and juicy. She was happy to hear it and baked me a batch of Chocolate Chip Cookies."
2022-08-06,kevinmnelsonusa,"['monkeypox', 'tyranny', 'mandates', 'bigpharma', 'bioweapons', 'globalisteugenics']","When this tyrannical administration tries using MoneyP🍑x , aka Sodom and Gomorrah disease, to impose mandates on the 92.9+ % of us that don’t identify as lgbtqrstuvwxyz, Just Say No! #monkeypox #tyranny #mandates #BigPharma #bioWeapons #globalistEugenics"
2022-08-06,iyeaseiyelife,['numbers'],"Monkeypox was discovered in 1958 🙊 The first human case of monkeypox was recorded in 1970. Prior to the 2022 outbreak 🙈  Despite being named “monkeypox,” the source of the disease remains unknown. 🙊 #Numbers 21:9 King James Version 9 And Moses made a serpent of brass, and put  https://t.co/HuG3Si9u4t"
2022-08-06,radioactvdogs,[],gonna go try to get the monkeypox thing tomorrow in cap hill cause better safe than sorry but im gonna pretend to be a cishet
2022-08-06,conbar51,[],@GovPritzker Thank you for making sure the people of Illinois are being kept as safe as possible from monkey pox.
2022-08-06,giab22,[],@BeysPinkyToe Doesn't monkeypox start with a rash on your face? I don't know I'm really paranoid about that crap right now
2022-08-06,sloth_local,[],@CelticsOG Grayson Allen Monkeypox sounds a little too real for me
2022-08-06,thenewsradar1,"['symptoms', 'monkeypox', 'baddi', 'himachalpradesh', 'himachalnews', 'himachal', 'monkeypox', 'india']",Person with #symptoms similar to #monkeypox 🐒 found in Solan's #Baddi area in #HimachalPradesh 🏞️. Health dept spokesman said condition of the person is improving. #HimachalNews  #Himachal  #monkeypox   @TheNewsRadar1  @CMOFFICEHP  #india  https://t.co/BpjKkklhg1
2022-08-06,kiwicasperguy,[],"A disease that was all but wiped out... And now Because of these idiots it could spread like the monkey pox.... When will these Morons learn because it is Is That End Up Suffering And Paying for these Anti Vaxxers... And Quite Honestly, I'm sick of it...🤢🤢🤢🤢🤮🤮🤮🤬🤬🤬🤬"
2022-08-06,roman_pleeb,[],@TimRunsHisMouth @Donadeedooda That’s not my Pope. That’s not my President. That’s not my Navy. It looks more like a Monkeypox dressed up as a sailor. WTF is this world coming to?
2022-08-06,blackyardigan1,[],Monkeypox can be spread through touch. Everyone needs to wear gloves in addition to masks. Keep that in mind
2022-08-06,hopeeex3,[],"I stg I can’t read, see, or hear anything more about monkeypox this shit causing me od anxiety. I’m finna start wearing gloves everywhere like I did when Covid started nfs"
2022-08-06,justchattingeh,[],@JoyJan15 @ddiamond But the last monkeypox outbreak in the US was from pet prairie dogs. Are you suggesting all those people were that intimate with their prairie dogs? More intimate than M-F sex?!
2022-08-06,fucklove033,[],who got monkey pox lmk i need y’all 2 bite sb 4 me.
2022-08-06,winter09619412,[],"8/5/2022 Miles Guo: The CCP will most likely unleash another new virus! This time the virus probably will originate from the Middle East, and will be called a variant of the virus causing an  infectious disease such as MERS, smallpox or monkeypox;"
2022-08-06,qyou185,[],"Children, Employees at Central Illinois Daycare Screened for Monkeypox After Worker Tests Positive  https://t.co/8x63NWPOto"
2022-08-06,kellyrek,['monkeypox'],How to fight #monkeypox.
2022-08-06,damnitstacy1,[],@FoxNews CDC recommends a circle jerk to combat monkeypox 🤦🏼‍♀️🤦🏼‍♀️
2022-08-06,abelka70,[],Spain leads Europe in monkeypox and fights to control the spread  https://t.co/qTZ2ETCaAC
2022-08-06,aleymcbeelzebub,[],Yes I think he's got us ... Keep me safe from monkeypox
2022-08-06,redkingnyklus,[],@DripQween @dan3jmc @itshaileynoel @fdub253 @goobermensche @troythedesigner I'm ugly enough without catching monkeypox so I rather not. :/
2022-08-06,julimsw_juli,[],"This country's response (or lack of response) to monkeypox is deplorable but totally expected &amp;  consistent. Organized, intentional abandonment. Crawling back to the middle ages health wise. With all the tools of modern science available &amp; the money to use them. It's criminal."
2022-08-06,svolos5,[],@TMZ Monkey pox broke them up. Allegedly
2022-08-06,jbwifeof,[],@libsoftiktok @ecicuny Monkeypox spreader
2022-08-06,therealbdog68,[],@USSGoodGirl They started Monkeypox
2022-08-06,_bookieeeeee,[],Mfs be like “I’m scared of monkeypox” then go to a club full of people. Y’all don’t take nothing serious.. and these the same mfs screaming “shut us down joe” 🥴
2022-08-06,orenkiddo45,[],"@OutlawBParker @DonDonMarshall1 @JoeBiden 3 diff strains out…quarantine for 5 days, mask for 10 and poof you’re good to go🙄… What they DON’T tell you is that people can test positive up to 3 months. They can’t keep up with the diff strains of this cold…I mean Covid…I mean bullshit! Maybe Biden has MonkeyPox 🧐😂"
2022-08-06,trumptastic2018,[],"Did anyone hear about the guy who went on record from Houston saying he got Monkey Pox at a Dallas Concert? They were elbow to elbow and he got Monkey Pox. Wait for it, on his Ass hole! I’ll just let ya’ll know, right now, there’s too much Elbowing Going on at these concerts 🤣"
2022-08-06,hrosario0617,[],I can tell who’s gonna give who monkeypox……
2022-08-06,tarot1296,[],"Not tested for monkey pox and also has a dangerous side effect profile, plus no one is liable for damages, but they do 'believe' that these work. They call this science.  https://t.co/dk4bg4vIcg"
2022-08-06,thenewshunger1,[],Monkeypox and kids: How at risk are they?  https://t.co/luJYsZa9K5
2022-08-06,jokingwish,[],@RejectPopulism Imagine the guy at CDC who was tasked with figuring out “how people can still get their rocks off with monkeypox”.  https://t.co/apm8f6QT7F
2022-08-06,cydharta,[],"@NovElection2024 No, he has monkey pox"
2022-08-06,maimaiapplepie,[],Monkey pox got me looking at pimples different 😭😭😭
2022-08-06,faisal_page,[],Monkeypox Cases Rise in Riverside County – NBC Los Angeles  https://t.co/rNw9MNbyhu
2022-08-06,orangejackius,[],"I beg of you, please do not actively attempt to contract either monkeypox or COVID-19. This is incredibly foolish and dangerous and potentially life-threatening to you and others. Put your mask back on."
2022-08-06,empressayoka,[],The cdc said don’t have sex to stop the cause of monkey pox if the person is infected but y’all can masturbate in front of each other as long as y’all 6ft apart…*sigh*. I’m about to go back to school to learn something else
2022-08-06,dayamichelle_,[],Where the monkey pox monkey at? What they do with that lil mfer?
2022-08-06,mark_melbin,[],@tedcruz I heard Lauren Boebert might have Monkey Pox.  Use protection.
2022-08-06,king0fzaremb0,[],"Monkey pox and now this, a Mini Cooper suddenly bursts into flames   God has had enough of the gheys….he’s striking down with great vengeance and furious anger   https://t.co/xtw8WdXRyK"
2022-08-06,occamsbattleaxe,[],"We are going to react just as stupidly and selfishly to monkeypox as we did corona, aren’t we?"
2022-08-06,cgwacko,[],Imagine having Covid and monkeypox at the same damn time. Like your body under attack from the inside and from the outside. Gasping for air and scratching at sores in your skin.   I don’t like this dystopia; can I live in another please?
2022-08-06,atlasbenefits,[],"@SHK_NewYork @johncusack @TheJusticeDept Bro, your biggest concern should be monkey pox"
2022-08-06,traytaymakeup,[],Every news media I’ve looked at says the only people getting monkeypox right now is men in the gay community. This is 100% false. Why are they doing this?
2022-08-06,tlund32926493,"['breaking', 'trending', 'news', 'twitter', 'trend', 'new', 'breaking_news', 'breaking', 'fypシ']",Question: can you tell the difference between the MonkeyPox Blisters and HIV Blisters. You tell me. Maybe there's no difference they look the same #BREAKING #Trending #news #twitter #Trend #NEW #breaking_news #breaking #fypシ  https://t.co/Z9Ge5cxzuP
2022-08-06,yessirfield,[],If you going out to multiple places you can’t come visit me. Y’all playing with this monkey pox
2022-08-06,captainrn,[],@DoctorKevo Oh monkeypox  Thanks
2022-08-06,commiecrusher17,[],"@RayMach70 @realrogerwilc0 Maybe they will do ""Monkey pox the musical"""
2022-08-06,victormatthewsc,[],"@Lethamyr_RL Also, you didn't get monkeypox or covid"
2022-08-06,milaperry_,[],"see I wanna go out to clubs and party, but monkey pox… I’ll just stay my ass home and drink 😂"
2022-08-06,crowe_toni,"['blacktechtwitter', 'blacktwitter', 'writingcommunity', 'readingcommunity', 'mediumwriters', 'monkeypox', 'healthcare', 'monkeypoxvaccine']","If you don't care about Monkeypox, just skip this Tweet. Your Body, Your Choice, Your Monkeypox  https://t.co/XXbrYDunGD #BlackTechTwitter #BlackTwitter #writingcommunity #readingcommunity #mediumwriters #monkeypox #healthcare #monkeypoxvaccine"
2022-08-06,queenmakllc,[],@washingtonpost why does everyone pin gay men on everything. you don’t get monkeypox from sex. there not even connected. you get it through physical touch with someone that has it.
2022-08-06,luckyyyjay,[],"Everyone is “scared” of monkey pox, but the stories display sumn else…y’all OUT out"
2022-08-06,khifeghi,[],"Illinois day-care worker tests positive for monkeypox, officials say, but no cases reported in children  https://t.co/5CZpJnZGYz"
2022-08-06,chichichichioke,[],They’re going to postpone the pierce the veil concert because of monkeypox aren’t they? I can feel the announcement coming 😔
2022-08-06,freddywankenobi,[],So with monkey pox do we need to worry about everyone buying all the toilet paper?
2022-08-06,america43279035,[],"I stole this from a fellow Tweeter…..,  “First sign of monkeypox is a pounding sensation in your ass”. Now you know why there is only a few cases and most in San Francisco"
2022-08-06,brotherjev,[],@BernieDogs4 Hilarious he thinks having 1.7 million doses of anything is “prepared” in a country of 330 million. We don’t have any tools for monkey pox. We don’t even have an instruction manual or a help line. Most kids are back in school w/in a few weeks. We are out of time. Brace for impact
2022-08-06,lakeeater,[],monkeypox? then you better go catch it!
2022-08-06,ankursr19101901,[],"People Need Not Worry about Monkeypox, Vaccination Tougher than Covid: Top Virologist | Exclusive  https://t.co/JDVp9Bfhuy"
2022-08-06,mbvalerie_,[],should i be doing all i can to get a monkeypox vaccine rn?
2022-08-06,angeliquej4m,[],can the CDC actually communicate about this monkeypox pandemic this time
2022-08-06,smallharddog1,"['monkeypox', 'vaccine']",Why don't protestors Stop having sex until the Vaccine becomes available? It's not hard to figure out. #Monkeypox #Vaccine
2022-08-06,de_la_lluvia,[],@Wolfe321 Particularly don’t Google “anal pustules monkey pox”
2022-08-06,louistfarts,[],@dayIight111 im kind of scared bc of this new monkey pox thing 😭 and like overall how i’m going to do like i know it’s going to go so fast
2022-08-06,mr_lomax614,[],Damn man... a childhood friend of mine caught the monkey pox 😦😟
2022-08-06,officialfernley,[],Is that a burn or monkeypox?
2022-08-06,eboneekhalina,[],Y’all still trying to do hookups w monkey pox going around? I think not.
2022-08-06,jelvinrivas,[],I just find out from the News that couple people are already Tested Positive for Monkeypox in the United States by @WHO &amp; @CDCgov
2022-08-06,enfield1014,"['monkeypox', 'pantsupnopox']","@POTUS Well, if the gay men would keep their pants zipped up, this #monkeypox crap would end real quick. That's all the education needed. One tweet.  #PantsUpNoPox"
2022-08-06,imdownbadd,[],"who slanging stimulus neck, when i get this monkeypox stimulus check"
2022-08-06,ogthottweiler,[],@kenyahhive1 i just call it extra protection of from monkeypox 😮‍💨 makes me feel better
2022-08-06,priscilagural,[],Los Angeles County reports 14 total probable cases of monkeypox as infections slowly rise across US - ABC7 Los Angeles  https://t.co/wVIWXTVkOT
2022-08-06,libertymutual8,"['stoptheshots', 'myocarditis', 'crimesagainsthumanity', 'vaccinedeaths', 'vaccineinjuries', 'vaccinedamage', 'canwetalkaboutit', 'monkeypox']",Moneypox J@b…. #StoptheShots #myocarditis #CrimesAgainstHumanity #VaccineDeaths #vaccineinjuries #vaccinedamage #CanWeTalkAboutIt #monkeypox
2022-08-06,isstaiq,[],They need to start making cute hazmat suits cause this monkey pox is crazy
2022-08-06,pash22,[],"To end monkeypox, we must return power to our patients  https://t.co/24T97BG1Sf via @ekutscher @sexualhealthLDN"
2022-08-06,yeokahei,[],if i survive that loona show without getting covid or monkeypox i am counting that as a win
2022-08-06,may_gun,"['mpx', 'scicomm']",Who's doing the most rigorous #MPX monkeypox #Scicomm right now? I have already heard conflicting info and want to make sure I have things straight.
2022-08-06,kane_1200,[],@smod4real @christovari What’s the difference between Covid-19 and Monkeypox? One spreads in a wet market and the other a meat market.
2022-08-06,maggliozi,[],@JessClarke007 You know everyone going to the hospital even for routine checkups will be returning home with monkeypox after they start waxing healthcare workers...
2022-08-06,cleveland_836,[],"Here's a monkey's response to the ""monkey pox.""  https://t.co/IQck7u1NIK"
2022-08-06,timesmedianews,[],Monkeypox taskforce recommends sprucing up analysis infrastructure for creating indigenous vaccine  https://t.co/O9jxKea1KA
2022-08-06,technicalearn5,[],Monkeypox Vaccines Available For Detroit Residents  https://t.co/qfCvoMAGCc
2022-08-06,hercancermoon,[],@ccqze bruhhh i’m so terrified of monkeypox fr😭😭😭
2022-08-06,filmcomposerjdh,[],@conservmillen It means diseases like monkeypox
2022-08-06,lexagoooo,[],@TheSaekoSNOW Now with monkey pox out and about looks like I ain’t going no where near coochie until further notice 💀
2022-08-06,akae47,[],Monkey pox got me shook. I’m in zee crib
2022-08-06,dale_meech,[],@ProudElephantUS Maybe it's monkeypox.
2022-08-06,looniepolitics,[],Harry Rakowski: Monkeypox is more worrying thanks to a crumbling health-care system  https://t.co/vnhtaFkYmB  https://t.co/vnhtaFkYmB
2022-08-06,drjenchen4kids,"['pedsid', 'monkeypox']",Helpful🧵 from a #PedsID doc re: #Monkeypox  https://t.co/6kMhL5BSwl
2022-08-06,laziol1,[],"Back from yet another suspension, this time 7 days. What happened...Biden got covid and I announced I join the rest of the galaxy into praying. Yeah, 4 covid of course. Bam, suspended hahahha Twitter doesn't tolerate wrong prayers. Well, homosexuals, now I'm praying 4 monkeypox!"
2022-08-06,nealdog2007,[],Myths and facts about how monkeypox spreads — and how to protect yourself : Goats and Soda : NPR  https://t.co/VlKN6Zgoh3
2022-08-06,br32919706,[],"@BBCNews Monkeypox is all bollocks...another Plandemic by the WEF, UN, WHO etc....wake the fk up people...😵‍💫😵‍💫😵‍💫😵‍💫"
2022-08-06,bonecarrier,[],I need a massage so bad but I’m scared of monkeypox
2022-08-06,wisnermatt,[],colleen quigley gave me monkeypox before the race smh
2022-08-06,njbbari3,[],"We do have decades of data on monkeypox, which are all being ignored.   It wasn’t a disease of men who have sex with men, although it tended towards males having symptoms, and it was classified as an airborne HCID.   I accept that it is affecting MSM community greatly though."
2022-08-06,sweetbomboom,[],"This monkeypox news are some else, yall be safe out there and who yall fucking with."
2022-08-06,mrswalker613,[],"&amp;yes I do infact blame my autism.  For never having a hoe stage  (I'm cute but socially awkward af I'm aware) 😤 &amp; well with monkey pox and all the stds running around these days,  It's also a blessing in disguise."
2022-08-06,eeshiais6fttall,[],bruh one pimple is getting me paranoid cuz of monkeypox 😭
2022-08-06,asia_mobility,"['singapore', 'monkeypox', 'virus', 'infection', 'covid19', 'pandemic', 'vaccines', 'masks', 'travel', 'health']",#Singapore reports first case of #monkeypox #virus #infection #covid19 #pandemic #vaccines #masks #travel #health   https://t.co/PYAS8y3P3l
2022-08-06,p33p33po0po0m4n,[],who’s gonna explain to the same straight girl that i already told this to that monkeypox isn’t an STI exclusive to gay men
2022-08-06,ianblomfield5,[],@LBC just admit you have monkey pox clive
2022-08-06,the_illestkid,[],Extreme Political Correctness in 2022 be like:  Caresha: “this dirty hoe can’t come too close cause I might catch a rash…”  Libtards: “This is extremely offensive to the monkeys &amp; communities impacted by monkey pox.”
2022-08-06,mdn75149,[],"Probably have it until after the midterm elections. By then, mayor pete will have him all juiced up with MonkeyPox"
2022-08-06,blamethevicer0y,[],they couldn't run rona and monkey pox back to back in the 90's??? This shit couldn't have occured from like 1990-1992? Goddamn. They ain't even have as many mass shooting back then. Just big jeans and vibes.
2022-08-06,randybcrump,[],@ColoradoGuy2424 one word:  monkeypox.
2022-08-06,sistavette,[],"Monkeypox State Of Emergency Declared In CA, NY, IL. Here's What You Nee...  https://t.co/XEgD4luOen via @YouTube"
2022-08-06,a13x_tran,[],moNkeY pox got me shitting bricks rn 😵‍💫
2022-08-06,jmistakey,[],@CryptoKuen @DegenApeAcademy @solanaspaces @MeetMeural @JunkMailNft Sadly my Junk looked like this before monkey pox 😂
2022-08-06,boomerdavis,[],@sasscarpone i'm trying to get boosted for everything. 4th COVID shot?  here's an arm.   Polio booster?  have the other arm.   Monkeypox vaccine?  I'm out of arms...have a thigh.  Been through TEW much to have to re-survive 20th century diseases.
2022-08-06,raginc1967,[],@mikwed @ajthompson13 If you have Monkey Pox get tested for HIV. I’m serious.
2022-08-06,thesahunews,[],"People Need Not Worry about Monkeypox, Vaccination Tougher than Covid: Top Virologist  https://t.co/mB9IIX4xhk"
2022-08-06,paramedicfourt1,[],Probably already working on a monkeypox relief bill. Everyone gets 1600 bucks for monkeypox
2022-08-06,freshhtonbankz,[],I’m not trolling or nothing cuz I’ve seen both genders with it but has anybody seen a straight man with Monkey Pox yet???
2022-08-06,stephanielintv,['monkeypox'],More #monkeypox vax on the way 👇🏻
2022-08-06,higinanews,[],Canada confirms 957 monkeypox cases  https://t.co/RCnCa3BHK6
2022-08-06,pophalesamarth,[],Gay men are lining up as early as 2 a.m. for monkeypox vaccines. Many leave empty-handed  https://t.co/A1mjhF4FSL
2022-08-06,lavika,['monkeypox'],"Cryptic spread is a better explanation for the #Monkeypox ""explosion"" we're seeing, now.  https://t.co/zKURHoC7Yj"
2022-08-06,balenciaggy,[],"It took me months to get the covid 💉🤭 but as soon as the Monkey Pox vax drop, I’ll be first in line 😭🤣"
2022-08-06,tony_liberty22,"['apestogetherstrong', 'amcneverleaving', 'amcpounce', 'apesarethenewwallstreet']",@jimcramer Ooozzzing Hedgie Scumbag 🤡…  No respect for this dbag. Are you kidding me?!?! I feel like I’m getting monkey pox just looking at this photo. #ApesTogetherStrong #AMCNEVERLEAVING #AMCPounce #ApesAreTheNewWallstreet  https://t.co/WZpxN6yDkb
2022-08-06,zumstamm,[],How are kids getting monkeypox?
2022-08-06,971fmtalk,"['nationalemergency', 'monkeypox', 'mcms', '971rewind']",".@ChanelRion: ""the #nationalemergency is @POTUS @JoeBiden's poll numbers""  the @OANN reporter talks to @MarcCox971 about the @CDCgov's response to #monkeypox    https://t.co/DgoCgXXp9P  #MCMS #971Rewind"
2022-08-06,humanitysfall,[],"And another day of lots of jobs, more abortion bans, the Parkland massacre site, AR-15s in schools, $45.2M, China stops contact with US, monkeypox, “beliefs” are not discrimination, and Greg Abbott and Kim Crockett being horrible people comes to a close:  https://t.co/sq1JGGlU7Y"
2022-08-06,mrnonbinary,[],"@TTEcclesBrown @liberalismONCMD @libsoftiktok @ecicuny careful now, you'll end up with monkeypox if you have your prostate examined so frequently."
2022-08-06,ezzyynieee,[],Dat Monkeypox Shi Scare Me But Covid Didn’t
2022-08-06,tarot1296,[],U.S. govt has a stockpile of 100 million of these jabs in the strategic stockpile. Looks like San Francisco wants to be the first to try them out in response to monkey pox.
2022-08-06,hailkingareey,[],This is the wrong mf time to get goosebumps. I thought that I had monkey pox.
2022-08-06,silkbt,[],ngl i’m at the airport ready tase anyone i suspect of having monkeypox
2022-08-06,sammyloco09,[],Monkeypox got me a so nervous a mf better not eat a banana two days in a row around me
2022-08-06,aurarare,[],This monkey pox shit scaring meeee😫😫
2022-08-06,ferl67,[],"What is monkeypox? Symptoms, risk factors, treatment and how the virus is spread - CNN  https://t.co/nirIyadBXn"
2022-08-06,jennirussell,[],"@maureenjohnson COVID is ripping through my workplace, plus COVID &amp; monkey pox numbers are climbing in Philly (yay). I’ve been masking since March 2020, but a lot of others who hadn’t been started masking again."
2022-08-06,cooliofressh,[],"Thank you, so much man. Yes! I’m not doing anything crazy this year due to monkey pox lol"
2022-08-06,nataliecarnot,[],"Monkeypox vax’d thanks to PASS, LA LGBT Center, &amp; SWer care networks keep us all safe &amp; strong. If you’re a client, please look into getting a vax. Put in the effort to get one. You’re part of our health community, too, &amp; steps you take to keep yourself safe literally save lives!"
2022-08-06,robertj28530321,[],@dutchessprim Monkey Pox
2022-08-06,deacon_fl1nt,[],"@sickgirl12345 @CatGodthecat @J4ckRathunter @IAmClown3 @MyLawyerNinja @ManiRedux @spicninja @jeeezelouise @Scizyr @sarah_lehmannn @libnull @yokalli2 @lifelessAI @legitsugarMom36 @gothic_artisan @jayPhantom42 @Prisaurus @FloppyNopps @implee @BlackHatNanny @DahilaTaran @MCMVQB @__sugarmomma___ @Laserdisc @Kilgoar @greyz666 @SatanicLulz @VinceintheBay @ProjPM @xnite @TootsiePop4evar @Maura984732 @TheBtchzClit @momma72_ @MySoCalledNinja @_sugarmomma___ @Mr5Sc0p3 @JerryRay5032 @sleeping_kali @_r3dn3ck @Xu0ut @Scatter303 @Jenny78376388 @revmagdalen @bl4Qh4t @guccifer2 @TrutherD4080872 @MfkingRastaV3 Why is @cher trending? Why are they sending 100,000 Koreans to Russia? Is monkeypox airborne (yet) and how's your whole family?  https://t.co/oHrkj6NAGt"
